"Multisizer","2018-11-08  17:59"
"File name:","50K_P2_2018-11-08_101.#m4"
"Generation:","50K"
"Population:","P2"
"Control mode:","Volumetric,  50  uL"
"Acquired:","2018-11-08  17:58"
"Size bins:","400"
"From","0.600"
"To","18.00"
"Sizing threshold:","0.600"
"Total pulses:","10512"
"Counting threshold:","0.600"
"Counts above threshold:","10512"
"Coincidence corrected:","10762"

"From","0.113"
"To","3054"
"Number ",10722
"Mean:","1.081"
"Median:","1.001"
"D(0,0):",1.224
"Mean/Median ratio:","1.080"
"Mode:","1.001"
"95% Conf. Limits:","1.071"
"95% Conf. Limits:","1.091"
"S.D.:","0.511"
"Variance:","0.261"
"C.V.:","47.29"
"Skewness:","4.964"
"Kurtosis:","138.3"
"d10:","0.639"
"d50:","1.001"
"d90:","1.671"
"Specific Surf. Area:","41997"

"% <","Size "
10,0.639
25,0.792
50,1.001
75,1.295
90,1.671

"% >","Size "
10,1.671
25,1.295
50,1.001
75,0.792
90,0.639

"Size ","% <"
1,49.8
10,99.97
100,99.99
1000,99.99

"Size ","% >"
1,50.2
10,0.028
100,0.0093
1000,0.0093

"Volume"
"%"
10
25
50
75
90

"Bin Number","Diff.","Bin Volume (Lower)","Bin Volume (Center)","Bin Volume (Upper)"
"","Number","fL","fL","fL"
1,83,0.113,0.114,0.116
2,60,0.116,0.117,0.119
3,56,0.119,0.120,0.122
4,43,0.122,0.124,0.125
5,53,0.125,0.127,0.128
6,41,0.128,0.130,0.132
7,22,0.132,0.133,0.135
8,22,0.135,0.137,0.139
9,17,0.139,0.140,0.142
10,16,0.142,0.144,0.146
11,15,0.146,0.148,0.150
12,16,0.150,0.152,0.153
13,9,0.153,0.155,0.157
14,7,0.157,0.159,0.162
15,0,0.162,0.164,0.166
16,7,0.166,0.168,0.170
17,8,0.170,0.172,0.174
18,0,0.174,0.177,0.179
19,1,0.179,0.181,0.183
20,2,0.183,0.186,0.188
21,1,0.188,0.191,0.193
22,2,0.193,0.196,0.198
23,2,0.198,0.201,0.203
24,2,0.203,0.206,0.208
25,0,0.208,0.211,0.214
26,0,0.214,0.217,0.219
27,0,0.219,0.222,0.225
28,0,0.225,0.228,0.231
29,1,0.231,0.234,0.237
30,1,0.237,0.240,0.243
31,1,0.243,0.246,0.249
32,0,0.249,0.252,0.256
33,0,0.256,0.259,0.262
34,1,0.262,0.266,0.269
35,1,0.269,0.272,0.276
36,0,0.276,0.280,0.283
37,1,0.283,0.287,0.290
38,0,0.290,0.294,0.298
39,0,0.298,0.302,0.306
40,0,0.306,0.310,0.314
41,1,0.314,0.318,0.322
42,0,0.322,0.326,0.330
43,1,0.330,0.334,0.338
44,0,0.338,0.343,0.347
45,0,0.347,0.352,0.356
46,2,0.356,0.361,0.365
47,1,0.365,0.370,0.375
48,2,0.375,0.380,0.384
49,1,0.384,0.389,0.394
50,1,0.394,0.399,0.405
51,0,0.405,0.410,0.415
52,1,0.415,0.420,0.426
53,0,0.426,0.431,0.437
54,6,0.437,0.442,0.448
55,6,0.448,0.454,0.460
56,6,0.460,0.466,0.472
57,7,0.472,0.478,0.484
58,18,0.484,0.490,0.496
59,17,0.496,0.503,0.509
60,19,0.509,0.516,0.522
61,25,0.522,0.529,0.536
62,33,0.536,0.543,0.550
63,49,0.550,0.557,0.564
64,51,0.564,0.571,0.578
65,48,0.578,0.586,0.593
66,72,0.593,0.601,0.609
67,81,0.609,0.616,0.624
68,129,0.624,0.632,0.640
69,120,0.640,0.649,0.657
70,132,0.657,0.665,0.674
71,176,0.674,0.683,0.691
72,163,0.691,0.700,0.709
73,202,0.709,0.718,0.728
74,225,0.728,0.737,0.746
75,243,0.746,0.756,0.766
76,257,0.766,0.775,0.785
77,266,0.785,0.796,0.806
78,254,0.806,0.816,0.827
79,283,0.827,0.837,0.848
80,291,0.848,0.859,0.870
81,330,0.870,0.881,0.892
82,274,0.892,0.904,0.915
83,282,0.915,0.927,0.939
84,321,0.939,0.951,0.963
85,314,0.963,0.976,0.988
86,306,0.988,1.001,1.014
87,313,1.014,1.027,1.040
88,293,1.040,1.053,1.067
89,302,1.067,1.080,1.094
90,254,1.094,1.108,1.123
91,260,1.123,1.137,1.152
92,268,1.152,1.166,1.181
93,242,1.181,1.197,1.212
94,241,1.212,1.227,1.243
95,237,1.243,1.259,1.275
96,225,1.275,1.292,1.308
97,204,1.308,1.325,1.342
98,223,1.342,1.359,1.377
99,179,1.377,1.394,1.412
100,151,1.412,1.430,1.449
101,151,1.449,1.467,1.486
102,142,1.486,1.505,1.525
103,137,1.525,1.544,1.564
104,113,1.564,1.584,1.605
105,148,1.605,1.625,1.646
106,111,1.646,1.667,1.689
107,109,1.689,1.710,1.732
108,101,1.732,1.754,1.777
109,89,1.777,1.800,1.823
110,76,1.823,1.846,1.870
111,87,1.870,1.894,1.918
112,61,1.918,1.943,1.968
113,59,1.968,1.993,2.019
114,42,2.019,2.045,2.071
115,39,2.071,2.097,2.124
116,49,2.124,2.152,2.179
117,39,2.179,2.207,2.236
118,31,2.236,2.264,2.293
