"Multisizer","2018-11-01  13:41"
"File name:","50K_P1_2018-11-01_76.#m4"
"Generation:","50K"
"Population:","P1"
"Control mode:","Volumetric,  50  uL"
"Acquired:","2018-11-01  13:40"
"Size bins:","400"
"From","0.600"
"To","18.00"
"Sizing threshold:","0.600"
"Total pulses:","26530"
"Counting threshold:","0.600"
"Counts above threshold:","26530"
"Coincidence corrected:","29730"

"From","0.113"
"To","3054"
"Number ",29578
"Mean:","0.495"
"Median:","0.439"
"D(0,0):",0.937
"Mean/Median ratio:","1.127"
"Mode:","0.420"
"95% Conf. Limits:","0.492"
"95% Conf. Limits:","0.498"
"S.D.:","0.286"
"Variance:","0.0818"
"C.V.:","57.81"
"Skewness:","3.231"
"Kurtosis:","31.82"
"d10:","0.213"
"d50:","0.439"
"d90:","0.819"
"Specific Surf. Area:","57579"

"% <","Size "
10,0.213
25,0.325
50,0.439
75,0.601
90,0.819

"% >","Size "
10,0.819
25,0.601
50,0.439
75,0.325
90,0.213

"Size ","% <"
1,95.1
10,99.99
100,99.997
1000,100

"Size ","% >"
1,4.90
10,0.010
100,0.0034
1000,0

"Volume"
"%"
10
25
50
75
90

"Bin Number","Diff.","Bin Volume (Lower)","Bin Volume (Center)","Bin Volume (Upper)"
"","Number","fL","fL","fL"
1,214,0.113,0.114,0.116
2,157,0.116,0.117,0.119
3,160,0.119,0.120,0.122
4,132,0.122,0.124,0.125
5,141,0.125,0.127,0.128
6,115,0.128,0.130,0.132
7,120,0.132,0.133,0.135
8,95,0.135,0.137,0.139
9,81,0.139,0.140,0.142
10,85,0.142,0.144,0.146
11,101,0.146,0.148,0.150
12,90,0.150,0.152,0.153
13,79,0.153,0.155,0.157
14,93,0.157,0.159,0.162
15,90,0.162,0.164,0.166
16,92,0.166,0.168,0.170
17,95,0.170,0.172,0.174
18,116,0.174,0.177,0.179
19,126,0.179,0.181,0.183
20,122,0.183,0.186,0.188
21,112,0.188,0.191,0.193
22,120,0.193,0.196,0.198
23,116,0.198,0.201,0.203
24,163,0.203,0.206,0.208
25,132,0.208,0.211,0.214
26,185,0.214,0.217,0.219
27,209,0.219,0.222,0.225
28,182,0.225,0.228,0.231
29,200,0.231,0.234,0.237
30,201,0.237,0.240,0.243
31,201,0.243,0.246,0.249
32,219,0.249,0.252,0.256
33,222,0.256,0.259,0.262
34,220,0.262,0.266,0.269
35,251,0.269,0.272,0.276
36,287,0.276,0.280,0.283
37,301,0.283,0.287,0.290
38,321,0.290,0.294,0.298
39,378,0.298,0.302,0.306
40,377,0.306,0.310,0.314
41,463,0.314,0.318,0.322
42,478,0.322,0.326,0.330
43,527,0.330,0.334,0.338
44,518,0.338,0.343,0.347
45,605,0.347,0.352,0.356
46,636,0.356,0.361,0.365
47,599,0.365,0.370,0.375
48,632,0.375,0.380,0.384
49,701,0.384,0.389,0.394
50,681,0.394,0.399,0.405
51,709,0.405,0.410,0.415
52,725,0.415,0.420,0.426
53,718,0.426,0.431,0.437
54,660,0.437,0.442,0.448
55,673,0.448,0.454,0.460
56,660,0.460,0.466,0.472
57,682,0.472,0.478,0.484
58,643,0.484,0.490,0.496
59,639,0.496,0.503,0.509
60,632,0.509,0.516,0.522
61,575,0.522,0.529,0.536
62,519,0.536,0.543,0.550
63,549,0.550,0.557,0.564
64,539,0.564,0.571,0.578
65,530,0.578,0.586,0.593
66,467,0.593,0.601,0.609
67,439,0.609,0.616,0.624
68,455,0.624,0.632,0.640
69,434,0.640,0.649,0.657
70,399,0.657,0.665,0.674
71,414,0.674,0.683,0.691
72,391,0.691,0.700,0.709
73,333,0.709,0.718,0.728
74,313,0.728,0.737,0.746
75,311,0.746,0.756,0.766
76,250,0.766,0.775,0.785
77,271,0.785,0.796,0.806
78,251,0.806,0.816,0.827
79,255,0.827,0.837,0.848
80,218,0.848,0.859,0.870
81,202,0.870,0.881,0.892
82,191,0.892,0.904,0.915
83,161,0.915,0.927,0.939
84,150,0.939,0.951,0.963
85,171,0.963,0.976,0.988
86,130,0.988,1.001,1.014
87,112,1.014,1.027,1.040
88,133,1.040,1.053,1.067
89,108,1.067,1.080,1.094
90,99,1.094,1.108,1.123
91,101,1.123,1.137,1.152
92,83,1.152,1.166,1.181
93,72,1.181,1.197,1.212
94,70,1.212,1.227,1.243
95,77,1.243,1.259,1.275
96,58,1.275,1.292,1.308
97,71,1.308,1.325,1.342
98,37,1.342,1.359,1.377
99,36,1.377,1.394,1.412
100,33,1.412,1.430,1.449
101,34,1.449,1.467,1.486
102,20,1.486,1.505,1.525
103,20,1.525,1.544,1.564
104,14,1.564,1.584,1.605
105,27,1.605,1.625,1.646
106,22,1.646,1.667,1.689
107,10,1.689,1.710,1.732
108,18,1.732,1.754,1.777
109,9,1.777,1.800,1.823
110,9,1.823,1.846,1.870
111,12,1.870,1.894,1.918
