CellID,LongAxis,ShortAxis,Area,RegionScore,XPosition,YPosition,Fluor1Sum,Fluor1Mean,Fluor1Background,Fluor1BgStd,Fluor1FociNumber,Fluor2Sum,Fluor2Mean,Fluor2Background,Fluor2BgStd,Fluor2FociNumber,Fluor3Sum,Fluor3Mean,Fluor3Background,Fluor3BgStd,Fluor3FociNumber,MeshArea,MeshSolidity,MeshAxisLength,MeshRibsLengthMax,MeshRibsLengthMean,MeshRibsLengthStd,MeshCurvatureMax,MeshCurvatureMean,MeshCurvatureInflection,MeshSinuosity,MeshVolume,NumOfNeighbors,RegionGrayVal,TimeFrames,AgeFrames,RelativeAge,xyFolder,DateTime,Folder,StageXposition,StageYposition,StageZposition,PhaseConfig,Fluo1Config,Fluo2Config,Fluo3Config
1,24,12.9899477133815,312,-3.96932357555377,53.4615384615385,1588.11858974359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,284.351523299206,0.996798436646955,24.179049778499,13.6644618728995,11.3842630041653,3.43332480992535,0.0105517650839515,0.0056546007297628,0,1.00130621489586,2461.15491965168,0,15020.3012820513,1,1,1,1,2018-11-09T16:15:18.576,20181109_ecoli_ARA_P2_10K,-0,-0,164.1,DIA_100X_EMPTY_1x1_200ms,,,
2,30,15.1986528089349,461,31.4402052136062,101.425162689805,89.9262472885032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390.859288219051,0.997759245308698,28.935149332424,16.1275323915859,13.051440769751,3.98869521945239,0.00859129997056086,0.00350260648329551,1,1.00020827466511,3871.08335552724,0,14695.8069414317,1,1,1,1,2018-11-09T16:15:18.576,20181109_ecoli_ARA_P2_10K,-0,-0,164.1,DIA_100X_EMPTY_1x1_200ms,,,
3,41,12.1715548419323,499,49.4239120684398,113.092184368737,1581.7875751503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,444.52025971173,0.968420704183308,40.5891707842627,12.2947437938109,10.7123197442048,2.50154852657859,0.0058394100278679,0.00253549528358039,1,1.00042281374071,3658.19721381498,0,15193.993987976,1,1,1,1,2018-11-09T16:15:18.576,20181109_ecoli_ARA_P2_10K,-0,-0,164.1,DIA_100X_EMPTY_1x1_200ms,,,
4,34,13.3824571261649,455,47.9340957483946,179.764835164835,1110.85934065934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,391.181035884743,0.968499689282453,33.275906165176,13.8330034771186,11.5047916257752,2.92325282555416,0.0160822416361022,0.00808852659145673,1,1.00515306412551,3459.2128585884,0,14204.3076923077,1,1,1,1,2018-11-09T16:15:18.576,20181109_ecoli_ARA_P2_10K,-0,-0,164.1,DIA_100X_EMPTY_1x1_200ms,,,
5,28,13.4392939972762,377,43.634303015824,241.549071618037,1439.44297082228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,331.348599957136,0.999844022660639,27.1591197295194,14.4759438384665,11.842483103193,3.60253059601074,0.00996058699408111,0.0045950938192034,0,1.00102342492866,2991.51454338748,0,13972.1379310345,1,1,1,1,2018-11-09T16:15:18.576,20181109_ecoli_ARA_P2_10K,-0,-0,164.1,DIA_100X_EMPTY_1x1_200ms,,,
6,30,13.3346224531491,401,46.9718935340623,529.912718204489,914.518703241895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,359.601182137821,0.996990784569039,29.8542232527275,14.3877296846263,11.6649446886494,3.39344184932466,0.0219438333494328,0.00892280874138844,1,1.00444230909333,3190.51672266411,0,13928.7406483791,1,1,1,1,2018-11-09T16:15:18.576,20181109_ecoli_ARA_P2_10K,-0,-0,164.1,DIA_100X_EMPTY_1x1_200ms,,,
7,27,13.5561071583414,366,41.5711295190707,618.079234972678,1210.77868852459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,324.782928471815,0.998239741894323,26.0976844385021,14.9602240288204,12.0552503910907,3.67729694798737,0.011854027989356,0.00489627180963044,1,1.00095616802549,2978.82045471404,0,14302.218579235,1,1,1,1,2018-11-09T16:15:18.576,20181109_ecoli_ARA_P2_10K,-0,-0,164.1,DIA_100X_EMPTY_1x1_200ms,,,
8,28,12.4928117558428,350,45.1214499040383,790.94,384.785714285714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,309.814823896398,0.993158724674873,27.0132559391427,13.3966888578617,11.1317595485761,3.1672161157337,0.0190145971404148,0.00861884805407307,1,1.00194734936501,2629.02337993678,0,14772.7314285714,1,1,1,1,2018-11-09T16:15:18.576,20181109_ecoli_ARA_P2_10K,-0,-0,164.1,DIA_100X_EMPTY_1x1_200ms,,,
9,39,13.0997468194253,512,49.6433339547636,827.87890625,1079.392578125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,442.634775592265,0.971196169305264,38.4957008931743,13.4665227841607,11.2314280911713,2.8585107959424,0.0173547035397012,0.00662600071447805,2,1.00233072722528,3813.92434957233,0,14575.40625,1,1,1,1,2018-11-09T16:15:18.576,20181109_ecoli_ARA_P2_10K,-0,-0,164.1,DIA_100X_EMPTY_1x1_200ms,,,
10,29,12.6256594259449,366,47.849419259183,825.617486338798,863.218579234973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,325.565091164221,0.999233843903915,27.4050388604349,14.132570438733,11.2766990261734,3.77339960862454,0.0156317292081275,0.00674676649546551,1,1.00117205387421,2737.05977571771,0,14302.2131147541,1,1,1,1,2018-11-09T16:15:18.576,20181109_ecoli_ARA_P2_10K,-0,-0,164.1,DIA_100X_EMPTY_1x1_200ms,,,
