CellID,LongAxis,ShortAxis,Area,RegionScore,XPosition,YPosition,Fluor1Sum,Fluor1Mean,Fluor1Background,Fluor1BgStd,Fluor1FociNumber,Fluor2Sum,Fluor2Mean,Fluor2Background,Fluor2BgStd,Fluor2FociNumber,Fluor3Sum,Fluor3Mean,Fluor3Background,Fluor3BgStd,Fluor3FociNumber,MeshArea,MeshSolidity,MeshAxisLength,MeshRibsLengthMax,MeshRibsLengthMean,MeshRibsLengthStd,MeshCurvatureMax,MeshCurvatureMean,MeshCurvatureInflection,MeshSinuosity,MeshVolume,NumOfNeighbors,RegionGrayVal,TimeFrames,AgeFrames,RelativeAge,xyFolder,DateTime,Folder,StageXposition,StageYposition,StageZposition,PhaseConfig,Fluo1Config,Fluo2Config,Fluo3Config
1,37,10.6033807957578,392,49.6146672324282,154.183673469388,659.313775510204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,369.011414842444,0.957134962507338,36.371381711771,11.7635918304719,9.9601431468642,2.26728820029539,0.011105225547831,0.0049548555554846,0,1.00240341506918,2833.87598834205,0,19493.3316326531,1,1,1,1,2018-10-04T16:40:29.836,20181004_ecoli_ARA_M1_10K,-0,-0,161.075,DIA_100X_EMPTY_1x1_200ms,,,
2,40,10.8041223791432,433,49.4204528627602,162.872979214781,1020.56812933025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400.566969920797,0.939788048011373,40.0432439324693,11.2937243043535,9.78162970383564,2.23280890084974,0.0151030423826967,0.00818286034772508,0,1.00710204124709,3009.13429363185,0,19802.1385681293,1,1,1,1,2018-10-04T16:40:29.836,20181004_ecoli_ARA_M1_10K,-0,-0,161.075,DIA_100X_EMPTY_1x1_200ms,,,
3,71,10.2883635096277,731,-38.7681341255793,207.186046511628,1119.04103967168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,677.375048015339,0.839676277601908,71.2340872502515,11.5225162005729,9.34994699441868,2.38431037381454,0.0212984513265074,0.00577669753051888,3,1.00217962247535,4890.98175676906,0,20150.3119015048,1,1,1,1,2018-10-04T16:40:29.836,20181004_ecoli_ARA_M1_10K,-0,-0,161.075,DIA_100X_EMPTY_1x1_200ms,,,
4,49,10.998382258958,539,49.42499825333,414.461966604824,1765.90352504638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,495.58531948123,0.941564190765306,49.364900750683,11.3716126312626,9.81588759712924,2.13378834043319,0.0144684252909009,0.00798764664614479,1,1.00248878684835,3735.65966081415,0,19810.4415584416,1,1,1,1,2018-10-04T16:40:29.836,20181004_ecoli_ARA_M1_10K,-0,-0,161.075,DIA_100X_EMPTY_1x1_200ms,,,
5,43,10.2082554244818,440,49.3408909151807,500.656818181818,188.038636363636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,428.72913981043,0.963630425841104,43.8412256410948,11.2947315653968,9.52670069154676,2.23574135557911,0.0155198052281086,0.00395402838056046,2,1.00044801206583,3125.05460262107,0,20333.8431818182,1,1,1,1,2018-10-04T16:40:29.836,20181004_ecoli_ARA_M1_10K,-0,-0,161.075,DIA_100X_EMPTY_1x1_200ms,,,
6,26,9.65752305197547,251,46.6562433657462,608.167330677291,823.131474103586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,256.427141314834,0.990392274794061,25.4885701410458,11.4258287755665,9.66535859214243,2.88214138424591,0.0028130270340237,0.00128549666371282,2,1.00004736515114,1870.12784694439,1,20087.1035856574,1,1,1,1,2018-10-04T16:40:29.836,20181004_ecoli_ARA_M1_10K,-0,-0,161.075,DIA_100X_EMPTY_1x1_200ms,,,
7,39,10.1537436871552,396,49.5465496072257,615.179292929293,812.308080808081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,393.866860484657,0.930331249911062,39.4555133317339,11.251161630928,9.7353499553821,2.29250349983685,0.0222419923282205,0.00980462100580887,1,1.01136100520401,2936.97814488552,1,20275.6843434343,1,1,1,1,2018-10-04T16:40:29.836,20181004_ecoli_ARA_M1_10K,-0,-0,161.075,DIA_100X_EMPTY_1x1_200ms,,,
8,33,11.0342940236651,365,47.9580985944604,972.65205479452,338.317808219178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,340.925841961118,0.975700837734873,33.2545670239635,11.6532176264546,10.0206349232019,2.4060818259367,0.00412841520553352,0.00144837742813949,3,1.00003446857603,2622.59759739115,0,19878.8383561644,1,1,1,1,2018-10-04T16:40:29.836,20181004_ecoli_ARA_M1_10K,-0,-0,161.075,DIA_100X_EMPTY_1x1_200ms,,,
9,35,10.1901588938001,357,49.2939154187915,980.27731092437,1074.73389355742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,359.268543495363,0.942367347256273,35.5566521648485,11.7622764716176,9.86094015962981,2.41330538903587,0.0138837556925847,0.00627151738335756,0,1.00269705874855,2715.48489442497,1,20380.837535014,1,1,1,1,2018-10-04T16:40:29.836,20181004_ecoli_ARA_M1_10K,-0,-0,161.075,DIA_100X_EMPTY_1x1_200ms,,,
10,39,10.024682651039,391,49.2645307029166,982.161125319693,1089.29411764706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,389.024285094036,0.955334393601986,38.6830047230091,11.8911546314152,9.73514096234752,2.50828250752902,0.00772877050046248,0.00186758623578631,3,1.00005791705732,2879.35074286508,1,19996.6700767263,1,1,1,1,2018-10-04T16:40:29.836,20181004_ecoli_ARA_M1_10K,-0,-0,161.075,DIA_100X_EMPTY_1x1_200ms,,,
