"Multisizer","2018-10-04  14:27"
"File name:","50K_M1_2018-10-04_145.#m4"
"Population:","50K"
"Generation:","M1"
"Control mode:","Volumetric,  50  uL"
"Acquired:","2018-10-04  14:26"
"Size bins:","400"
"From","0.600"
"To","18.00"
"Sizing threshold:","0.600"
"Total pulses:","17791"
"Counting threshold:","0.600"
"Counts above threshold:","17791"
"Coincidence corrected:","18352"

"From","0.113"
"To","3054"
"Number ",18348
"Mean:","0.654"
"Median:","0.555"
"D(0,0):",1.041
"Mean/Median ratio:","1.178"
"Mode:","0.516"
"95% Conf. Limits:","0.649"
"95% Conf. Limits:","0.659"
"S.D.:","0.344"
"Variance:","0.119"
"C.V.:","52.66"
"Skewness:","2.471"
"Kurtosis:","9.269"
"d10:","0.366"
"d50:","0.555"
"d90:","1.066"
"Specific Surf. Area:","54361"

"% <","Size "
10,0.366
25,0.440
50,0.555
75,0.744
90,1.066

"% >","Size "
10,1.066
25,0.744
50,0.555
75,0.440
90,0.366

"Size ","% <"
1,87.9
10,100
100,100
1000,100

"Size ","% >"
1,12.1
10,0
100,0
1000,0

"Volume"
"%"
10
25
50
75
90

"Bin Number","Diff.","Bin Volume (Lower)","Bin Volume (Center)","Bin Volume (Upper)"
"","Number","fL","fL","fL"
1,0,0.113,0.114,0.116
2,3,0.116,0.117,0.119
3,1,0.119,0.120,0.122
4,1,0.122,0.124,0.125
5,0,0.125,0.127,0.128
6,0,0.128,0.130,0.132
7,2,0.132,0.133,0.135
8,1,0.135,0.137,0.139
9,1,0.139,0.140,0.142
10,1,0.142,0.144,0.146
11,0,0.146,0.148,0.150
12,0,0.150,0.152,0.153
13,0,0.153,0.155,0.157
14,1,0.157,0.159,0.162
15,0,0.162,0.164,0.166
16,0,0.166,0.168,0.170
17,0,0.170,0.172,0.174
18,2,0.174,0.177,0.179
19,1,0.179,0.181,0.183
20,1,0.183,0.186,0.188
21,3,0.188,0.191,0.193
22,1,0.193,0.196,0.198
23,6,0.198,0.201,0.203
24,4,0.203,0.206,0.208
25,2,0.208,0.211,0.214
26,1,0.214,0.217,0.219
27,8,0.219,0.222,0.225
28,4,0.225,0.228,0.231
29,14,0.231,0.234,0.237
30,18,0.237,0.240,0.243
31,8,0.243,0.246,0.249
32,18,0.249,0.252,0.256
33,27,0.256,0.259,0.262
34,34,0.262,0.266,0.269
35,41,0.269,0.272,0.276
36,57,0.276,0.280,0.283
37,49,0.283,0.287,0.290
38,84,0.290,0.294,0.298
39,82,0.298,0.302,0.306
40,106,0.306,0.310,0.314
41,134,0.314,0.318,0.322
42,162,0.322,0.326,0.330
43,204,0.330,0.334,0.338
44,215,0.338,0.343,0.347
45,228,0.347,0.352,0.356
46,261,0.356,0.361,0.365
47,289,0.365,0.370,0.375
48,355,0.375,0.380,0.384
49,361,0.384,0.389,0.394
50,362,0.394,0.399,0.405
51,431,0.405,0.410,0.415
52,414,0.415,0.420,0.426
