"Multisizer","2018-10-30  17:26"
"File name:","50K_M3_2018-10-30_26.#m4"
"Generation:","50K"
"Population:","M3"
"Control mode:","Volumetric,  50  uL"
"Acquired:","2018-10-30  17:25"
"Size bins:","400"
"From","0.600"
"To","18.00"
"Sizing threshold:","0.600"
"Total pulses:","18344"
"Counting threshold:","0.600"
"Counts above threshold:","18344"
"Coincidence corrected:","19295"

"From","0.113"
"To","3054"
"Number ",19202
"Mean:","2.151"
"Median:","1.674"
"D(0,0):",1.430
"Mean/Median ratio:","1.284"
"Mode:","1.292"
"95% Conf. Limits:","2.125"
"95% Conf. Limits:","2.176"
"S.D.:","1.797"
"Variance:","3.229"
"C.V.:","83.56"
"Skewness:","2.757"
"Kurtosis:","14.29"
"d10:","0.384"
"d50:","1.674"
"d90:","4.215"
"Specific Surf. Area:","34964"

"% <","Size "
10,0.384
25,1.173
50,1.674
75,2.633
90,4.215

"% >","Size "
10,4.215
25,2.633
50,1.674
75,1.173
90,0.384

"Size ","% <"
1,17.2
10,99.5
100,99.99
1000,100

"Size ","% >"
1,82.8
10,0.54
100,0.0052
1000,0

"Volume"
"%"
10
25
50
75
90

"Bin Number","Diff.","Bin Volume (Lower)","Bin Volume (Center)","Bin Volume (Upper)"
"","Number","fL","fL","fL"
1,127,0.113,0.114,0.116
2,130,0.116,0.117,0.119
3,116,0.119,0.120,0.122
4,105,0.122,0.124,0.125
5,101,0.125,0.127,0.128
6,105,0.128,0.130,0.132
7,89,0.132,0.133,0.135
8,79,0.135,0.137,0.139
9,78,0.139,0.140,0.142
10,69,0.142,0.144,0.146
11,58,0.146,0.148,0.150
12,52,0.150,0.152,0.153
13,57,0.153,0.155,0.157
14,46,0.157,0.159,0.162
15,39,0.162,0.164,0.166
16,36,0.166,0.168,0.170
17,25,0.170,0.172,0.174
18,30,0.174,0.177,0.179
19,34,0.179,0.181,0.183
20,32,0.183,0.186,0.188
21,26,0.188,0.191,0.193
22,27,0.193,0.196,0.198
23,25,0.198,0.201,0.203
24,18,0.203,0.206,0.208
25,19,0.208,0.211,0.214
26,20,0.214,0.217,0.219
27,17,0.219,0.222,0.225
28,22,0.225,0.228,0.231
29,24,0.231,0.234,0.237
30,20,0.237,0.240,0.243
31,17,0.243,0.246,0.249
32,25,0.249,0.252,0.256
33,19,0.256,0.259,0.262
34,20,0.262,0.266,0.269
35,21,0.269,0.272,0.276
36,16,0.276,0.280,0.283
37,15,0.283,0.287,0.290
38,15,0.290,0.294,0.298
39,19,0.298,0.302,0.306
40,16,0.306,0.310,0.314
41,11,0.314,0.318,0.322
42,18,0.322,0.326,0.330
43,14,0.330,0.334,0.338
44,13,0.338,0.343,0.347
45,10,0.347,0.352,0.356
46,18,0.356,0.361,0.365
47,14,0.365,0.370,0.375
48,17,0.375,0.380,0.384
49,13,0.384,0.389,0.394
50,16,0.394,0.399,0.405
51,15,0.405,0.410,0.415
52,22,0.415,0.420,0.426
53,9,0.426,0.431,0.437
54,22,0.437,0.442,0.448
55,15,0.448,0.454,0.460
56,20,0.460,0.466,0.472
57,12,0.472,0.478,0.484
58,21,0.484,0.490,0.496
59,17,0.496,0.503,0.509
60,18,0.509,0.516,0.522
61,15,0.522,0.529,0.536
62,16,0.536,0.543,0.550
63,26,0.550,0.557,0.564
64,14,0.564,0.571,0.578
