"Multisizer","2019-11-26  12:07"
"File name:","50K_M3_2019-11-26_16.#m4"
"Generation:","50K"
"Population:","M3"
"Control mode:","Volumetric,  100  uL"
"Acquired:","2019-11-26  12:06"
"Size bins:","200"
"From","0.600"
"To","3.500"
"Sizing threshold:","0.600"
"Total pulses:","170642"
"Counting threshold:","0.600"
"Counts above threshold:","170642"
"Coincidence corrected:","195530"

"From","0.113"
"To","22.45"
"Number ",195.5e3
"Mean:","0.799"
"Median:","0.626"
"D(0,0):",1.093
"Mean/Median ratio:","1.276"
"Mode:","0.545"
"95% Conf. Limits:","0.796"
"95% Conf. Limits:","0.801"
"S.D.:","0.579"
"Variance:","0.335"
"C.V.:","72.48"
"Skewness:","5.865"
"Kurtosis:","98.90"
"d10:","0.393"
"d50:","0.626"
"d90:","1.428"
"Specific Surf. Area:","50242"

"% <","Size "
10,0.393
25,0.486
50,0.626
75,0.895
90,1.428

"% >","Size "
10,1.428
25,0.895
50,0.626
75,0.486
90,0.393

"Size ","% <"
1,79.1
10,99.98
100,100
1000,100

"Size ","% >"
1,20.9
10,0.018
100,0
1000,0

"Volume"
"%"
10
25
50
75
90

"Bin Number","Diff.","Bin Volume (Lower)","Bin Volume (Center)","Bin Volume (Upper)"
"","Number","fL","fL","fL"
1,175,0.113,0.117,0.121
2,128,0.121,0.126,0.130
3,134,0.130,0.135,0.140
4,83,0.140,0.144,0.149
5,103,0.149,0.154,0.159
6,132,0.159,0.165,0.170
7,92,0.170,0.175,0.181
8,140,0.181,0.186,0.192
9,118,0.192,0.198,0.204
10,153,0.204,0.210,0.217
11,256,0.217,0.223,0.229
12,302,0.229,0.236,0.243
13,421,0.243,0.250,0.257
14,561,0.257,0.264,0.271
15,759,0.271,0.279,0.286
16,1007,0.286,0.294,0.302
17,1354,0.302,0.310,0.318
18,1775,0.318,0.326,0.334
19,2392,0.334,0.343,0.351
20,3164,0.351,0.360,0.369
21,3779,0.369,0.378,0.387
22,4850,0.387,0.397,0.406
23,5493,0.406,0.416,0.426
24,6500,0.426,0.436,0.446
25,7211,0.446,0.456,0.467
26,8053,0.467,0.478,0.488
27,8630,0.488,0.499,0.510
28,8803,0.510,0.522,0.533
29,8481,0.533,0.545,0.556
30,8639,0.556,0.568,0.581
31,8139,0.581,0.593,0.605
32,7899,0.605,0.618,0.631
33,7592,0.631,0.644,0.657
34,7091,0.657,0.670,0.684
35,6202,0.684,0.697,0.711
36,5772,0.711,0.725,0.740
37,5145,0.740,0.754,0.769
