CellID,LongAxis,ShortAxis,Area,RegionScore,XPosition,YPosition,Fluor1Sum,Fluor1Mean,Fluor1Background,Fluor1BgStd,Fluor1FociNumber,Fluor2Sum,Fluor2Mean,Fluor2Background,Fluor2BgStd,Fluor2FociNumber,Fluor3Sum,Fluor3Mean,Fluor3Background,Fluor3BgStd,Fluor3FociNumber,MeshArea,MeshSolidity,MeshAxisLength,MeshRibsLengthMax,MeshRibsLengthMean,MeshRibsLengthStd,MeshCurvatureMax,MeshCurvatureMean,MeshCurvatureInflection,MeshSinuosity,MeshVolume,NumOfNeighbors,RegionGrayVal,TimeFrames,AgeFrames,RelativeAge,xyFolder,DateTime,Folder,StageXposition,StageYposition,StageZposition,PhaseConfig,Fluo1Config,Fluo2Config,Fluo3Config
1,43,11.8608572866807,511,49.4432181582676,12.4716242661448,270.729941291585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,17071.0156555773,1,1,1,25,2018-11-09T16:33:49.712,20181109_ecoli_ARA_P6_10K,1500,-2598,162.525,DIA_100X_EMPTY_1x1_200ms,,,
2,35,10.0803628923271,353,49.3782654261114,127.892351274788,140.436260623229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,337.311893848315,0.96834074112257,34.8596897583429,11.5025961316512,9.49410001577906,2.27919387355463,0.00667837597937691,0.00341561817573163,1,1.00039316636461,2467.86275714711,0,18526.6742209632,1,1,1,25,2018-11-09T16:33:49.712,20181109_ecoli_ARA_P6_10K,1500,-2598,162.525,DIA_100X_EMPTY_1x1_200ms,,,
3,49,11.4315576250887,561,42.1015919524897,255.70944741533,676.080213903743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,498.944623923537,0.892597754225178,48.7800206658775,12.3925403238115,10.0827367769939,2.43185741964045,0.0192588655800997,0.00690738516399663,2,1.00373578432499,3894.83191786134,0,17780.1122994652,1,1,1,25,2018-11-09T16:33:49.712,20181109_ecoli_ARA_P6_10K,1500,-2598,162.525,DIA_100X_EMPTY_1x1_200ms,,,
4,38,12.0160371479165,458,49.0479366771432,390.004366812227,279.631004366812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,403.816749872013,0.960892098330006,38.7064563721015,12.0189938884691,10.2196476965056,2.37515976293743,0.00879372108055876,0.00443102427007893,1,1.00191834729298,3175.01033551341,0,17151.46069869,1,1,1,25,2018-11-09T16:33:49.712,20181109_ecoli_ARA_P6_10K,1500,-2598,162.525,DIA_100X_EMPTY_1x1_200ms,,,
5,36,11.1272303637641,401,48.6328065514351,407.660847880299,1683.05236907731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,368.12876702658,0.963746701210124,36.7799184112845,11.8559909824538,9.81461163808286,2.35598554310098,0.0055351992675478,0.00243958503266269,2,1.00013581515852,2782.57501706508,0,17886.6533665835,1,1,1,25,2018-11-09T16:33:49.712,20181109_ecoli_ARA_P6_10K,1500,-2598,162.525,DIA_100X_EMPTY_1x1_200ms,,,
6,28,11.3468750822758,318,47.2877264354147,427.619496855346,601.905660377358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,285.779421653412,0.988741983021292,27.4721085914063,11.8879881831272,10.0318039955639,2.91942543225008,0.0058654931328171,0.00313800677384522,1,1.000120721567,2171.40059374124,0,17662.1100628931,1,1,1,25,2018-11-09T16:33:49.712,20181109_ecoli_ARA_P6_10K,1500,-2598,162.525,DIA_100X_EMPTY_1x1_200ms,,,
7,42,11.4381280303954,480,49.1795397549617,469.702083333333,1090.33541666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,428.228175303973,0.957207289733811,41.4597178921833,11.9356984723983,10.0706004877812,2.37504048269443,0.018510467554297,0.00252316577057546,2,1.00016562111041,3302.37934075248,0,17304.6916666667,1,1,1,25,2018-11-09T16:33:49.712,20181109_ecoli_ARA_P6_10K,1500,-2598,162.525,DIA_100X_EMPTY_1x1_200ms,,,
8,48,11.8742171892574,570,49.4419190765185,642.577192982456,1424.28596491228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,501.371802597105,0.908227119046789,47.8937426390278,12.5032012597773,10.2277989952488,2.35600845330844,0.0198446373213867,0.00819304409451493,1,1.00624419384388,3934.89389648369,0,17131.8350877193,1,1,1,25,2018-11-09T16:33:49.712,20181109_ecoli_ARA_P6_10K,1500,-2598,162.525,DIA_100X_EMPTY_1x1_200ms,,,
9,56,11.8202096827844,662,39.1885040430401,733.327794561934,1106.71299093656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,583.425544741743,0.825116490654651,56.8004232991311,11.7455926737054,10.1409026611092,2.00480023609404,0.0195878624716812,0.0100954386483115,1,1.02294805789416,4587.69652621364,0,17484.4259818731,1,1,1,25,2018-11-09T16:33:49.712,20181109_ecoli_ARA_P6_10K,1500,-2598,162.525,DIA_100X_EMPTY_1x1_200ms,,,
10,33,11.7575177467289,388,48.7841376292137,751.922680412371,1893.74226804124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.759702455566,0.964148377388764,32.530135058109,12.203726679072,10.3323462152535,2.68872556090907,0.0123455604248717,0.00588530372926835,2,1.00275140817319,2727.5558234856,0,16985.1159793814,1,1,1,25,2018-11-09T16:33:49.712,20181109_ecoli_ARA_P6_10K,1500,-2598,162.525,DIA_100X_EMPTY_1x1_200ms,,,
