"Multisizer","2020-02-05  21:24"
"File name:","50K_P5_2020-02-05_14.#m4"
"Generation:","50K"
"Population:","P5"
"Control mode:","Volumetric,  100  uL"
"Acquired:","2020-02-05  21:23"
"Size bins:","200"
"From","0.600"
"To","3.500"
"Sizing threshold:","0.600"
"Total pulses:","744"
"Counting threshold:","0.600"
"Counts above threshold:","744"
"Coincidence corrected:","744"

"From","0.113"
"To","22.45"
"Number ",746.0
"Mean:","1.711"
"Median:","1.540"
"D(0,0):",1.329
"Mean/Median ratio:","1.111"
"Mode:","1.591"
"95% Conf. Limits:","1.607"
"95% Conf. Limits:","1.815"
"S.D.:","1.443"
"Variance:","2.083"
"C.V.:","84.37"
"Skewness:","3.435"
"Kurtosis:","17.51"
"d10:","0.191"
"d50:","1.540"
"d90:","2.795"
"Specific Surf. Area:","37815"

"% <","Size "
10,0.191
25,1.148
50,1.540
75,2.002
90,2.795

"% >","Size "
10,2.795
25,2.002
50,1.540
75,1.148
90,0.191

"Size ","% <"
1,20.6
10,99.5
100,100
1000,100

"Size ","% >"
1,79.4
10,0.55
100,0
1000,0

"Volume"
"%"
10
25
50
75
90

"Bin Number","Diff.","Bin Volume (Lower)","Bin Volume (Center)","Bin Volume (Upper)"
"","Number","fL","fL","fL"
1,18,0.113,0.117,0.121
2,8,0.121,0.126,0.130
3,6,0.130,0.135,0.140
4,15,0.140,0.144,0.149
5,10,0.149,0.154,0.159
6,2,0.159,0.165,0.170
7,10,0.170,0.175,0.181
8,6,0.181,0.186,0.192
9,8,0.192,0.198,0.204
10,0,0.204,0.210,0.217
11,2,0.217,0.223,0.229
12,4,0.229,0.236,0.243
13,2,0.243,0.250,0.257
14,2,0.257,0.264,0.271
15,2,0.271,0.279,0.286
16,4,0.286,0.294,0.302
17,4,0.302,0.310,0.318
18,2,0.318,0.326,0.334
19,0,0.334,0.343,0.351
20,2,0.351,0.360,0.369
21,0,0.369,0.378,0.387
22,8,0.387,0.397,0.406
23,4,0.406,0.416,0.426
24,0,0.426,0.436,0.446
25,0,0.446,0.456,0.467
26,2,0.467,0.478,0.488
27,2,0.488,0.499,0.510
28,0,0.510,0.522,0.533
29,2,0.533,0.545,0.556
30,2,0.556,0.568,0.581
31,0,0.581,0.593,0.605
32,4,0.605,0.618,0.631
33,0,0.631,0.644,0.657
34,0,0.657,0.670,0.684
35,2,0.684,0.697,0.711
36,0,0.711,0.725,0.740
37,0,0.740,0.754,0.769
38,2,0.769,0.784,0.798
39,5,0.798,0.814,0.829
40,2,0.829,0.845,0.860
41,2,0.860,0.876,0.892
42,2,0.892,0.909,0.925
43,2,0.925,0.942,0.959
44,4,0.959,0.976,0.993
45,2,0.993,1.011,1.029
46,10,1.029,1.047,1.065
47,4,1.065,1.083,1.102
48,8,1.102,1.121,1.140
49,12,1.140,1.159,1.178
50,16,1.178,1.198,1.218
51,20,1.218,1.238,1.258
52,9,1.258,1.279,1.300
53,16,1.300,1.321,1.342
54,26,1.342,1.363,1.385
55,24,1.385,1.407,1.429
56,27,1.429,1.452,1.474
57,32,1.474,1.497,1.520
58,26,1.520,1.543,1.567
59,28,1.567,1.591,1.614
60,31,1.614,1.639,1.663
61,28,1.663,1.688,1.713
62,28,1.713,1.738,1.764
63,6,1.764,1.789,1.815
64,15,1.815,1.842,1.868
65,20,1.868,1.895,1.922
66,12,1.922,1.949,1.976
67,10,1.976,2.004,2.032
68,14,2.032,2.060,2.089
69,6,2.089,2.118,2.147
70,6,2.147,2.176,2.206
71,8,2.206,2.236,2.265
72,11,2.265,2.296,2.327
73,10,2.327,2.358,2.389
74,10,2.389,2.420,2.452
75,4,2.452,2.484,2.516
76,8,2.516,2.549,2.582
77,6,2.582,2.615,2.648
78,4,2.648,2.682,2.716
