"Multisizer","2020-02-15  16:54"
"File name:","50K_P5_2020-02-15_14.#m4"
"Generation:","50K"
"Population:","P5"
"Control mode:","Volumetric,  100  uL"
"Acquired:","2020-02-15  16:54"
"Size bins:","200"
"From","0.600"
"To","3.500"
"Sizing threshold:","0.600"
"Total pulses:","11328"
"Counting threshold:","0.600"
"Counts above threshold:","11328"
"Coincidence corrected:","13199"

"From","0.113"
"To","22.45"
"Number ",13197
"Mean:","0.879"
"Median:","0.830"
"D(0,0):",1.151
"Mean/Median ratio:","1.059"
"Mode:","0.814"
"95% Conf. Limits:","0.873"
"95% Conf. Limits:","0.886"
"S.D.:","0.395"
"Variance:","0.156"
"C.V.:","44.90"
"Skewness:","2.539"
"Kurtosis:","16.99"
"d10:","0.498"
"d50:","0.830"
"d90:","1.276"
"Specific Surf. Area:","49505"

"% <","Size "
10,0.498
25,0.657
50,0.830
75,1.041
90,1.276

"% >","Size "
10,1.276
25,1.041
50,0.830
75,0.657
90,0.498

"Size ","% <"
1,71.4
10,100
100,100
1000,100

"Size ","% >"
1,28.6
10,0
100,0
1000,0

"Volume"
"%"
10
25
50
75
90

"Bin Number","Diff.","Bin Volume (Lower)","Bin Volume (Center)","Bin Volume (Upper)"
"","Number","fL","fL","fL"
1,83,0.113,0.117,0.121
2,48,0.121,0.126,0.130
3,50,0.130,0.135,0.140
4,29,0.140,0.144,0.149
5,44,0.149,0.154,0.159
6,48,0.159,0.165,0.170
7,20,0.170,0.175,0.181
8,18,0.181,0.186,0.192
9,7,0.192,0.198,0.204
10,19,0.204,0.210,0.217
11,13,0.217,0.223,0.229
12,13,0.229,0.236,0.243
13,19,0.243,0.250,0.257
14,11,0.257,0.264,0.271
15,10,0.271,0.279,0.286
16,11,0.286,0.294,0.302
17,13,0.302,0.310,0.318
18,26,0.318,0.326,0.334
19,26,0.334,0.343,0.351
20,45,0.351,0.360,0.369
21,75,0.369,0.378,0.387
22,92,0.387,0.397,0.406
23,65,0.406,0.416,0.426
24,123,0.426,0.436,0.446
25,129,0.446,0.456,0.467
26,197,0.467,0.478,0.488
27,150,0.488,0.499,0.510
28,205,0.510,0.522,0.533
29,235,0.533,0.545,0.556
30,286,0.556,0.568,0.581
31,307,0.581,0.593,0.605
32,356,0.605,0.618,0.631
33,501,0.631,0.644,0.657
34,468,0.657,0.670,0.684
35,488,0.684,0.697,0.711
36,569,0.711,0.725,0.740
37,570,0.740,0.754,0.769
38,555,0.769,0.784,0.798
39,686,0.798,0.814,0.829
40,586,0.829,0.845,0.860
41,584,0.860,0.876,0.892
42,560,0.892,0.909,0.925
43,511,0.925,0.942,0.959
44,492,0.959,0.976,0.993
45,455,0.993,1.011,1.029
46,438,1.029,1.047,1.065
47,391,1.065,1.083,1.102
48,311,1.102,1.121,1.140
49,356,1.140,1.159,1.178
50,303,1.178,1.198,1.218
51,240,1.218,1.238,1.258
52,222,1.258,1.279,1.300
53,158,1.300,1.321,1.342
54,124,1.342,1.363,1.385
55,107,1.385,1.407,1.429
56,80,1.429,1.452,1.474
57,106,1.474,1.497,1.520
58,60,1.520,1.543,1.567
59,51,1.567,1.591,1.614
60,40,1.614,1.639,1.663
61,48,1.663,1.688,1.713
62,46,1.713,1.738,1.764
63,16,1.764,1.789,1.815
64,28,1.815,1.842,1.868
65,31,1.868,1.895,1.922
66,17,1.922,1.949,1.976
67,24,1.976,2.004,2.032
68,26,2.032,2.060,2.089
69,16,2.089,2.118,2.147
70,16,2.147,2.176,2.206
71,12,2.206,2.236,2.265
72,16,2.265,2.296,2.327
73,11,2.327,2.358,2.389
74,8,2.389,2.420,2.452
75,12,2.452,2.484,2.516
76,10,2.516,2.549,2.582
77,5,2.582,2.615,2.648
78,4,2.648,2.682,2.716
79,4,2.716,2.750,2.785
80,4,2.785,2.820,2.855
81,6,2.855,2.890,2.926
82,1,2.926,2.962,2.998
83,4,2.998,3.035,3.071
84,0,3.071,3.109,3.146
